lambda;Return;Risk;E[x,lambda];Stocks;Investment;Pareto
0.01;0.0017885806230505522;0.0003788367248878025;-0.0017669064495711686;[224 188 65 53 84];[0.5039674902931959, 0.1, 0.1, 0.1, 0.19603250970680414];true
0.01;0.0010378275455424262;0.0003029385136204954;-0.001024419884950797;[72 188 98 108 162];[0.3323174977721506, 0.24926608448813467, 0.1, 0.1, 0.2184164177397148];true
0.01;0.0008856607107178197;0.00030655353991097063;-0.0008737385682115317;[53 98 5 67 40];[0.3478635941546817, 0.24295594152863076, 0.20918046431668752, 0.1, 0.1];true
0.01;0.0013912448290066676;0.0003492567577247633;-0.0013738398131393531;[34 53 53 162 5];[0.4105178014183144, 0.1, 0.2894821985816856, 0.1, 0.1];true
0.01;0.0004893098048680259;0.00030584090791830975;-0.0004813582977401626;[53 108 22 5 192];[0.347521168230132, 0.1, 0.2369742700732985, 0.15445482354550938, 0.1610497381510601];true
0.01;0.0014684118195573384;0.000319201175312744;-0.0014505356896086375;[87 192 11 162 192];[0.39367609103413903, 0.1765759287939298, 0.1, 0.1608425920332456, 0.16890538813868566];true
0.01;0.0009583201894452514;0.00028703490802690977;-0.0009458666384705298;[53 11 192 53 34];[0.3366070212312088, 0.28558315494005293, 0.17780982382873836, 0.1, 0.1];false
0.01;0.0017885806230505522;0.0003788367248878025;-0.0017669064495711686;[224 188 65 53 84];[0.5039674902931959, 0.1, 0.1, 0.1, 0.19603250970680414];false
0.01;0.0010378275455424262;0.0003029385136204954;-0.001024419884950797;[72 188 98 108 162];[0.3323174977721506, 0.24926608448813467, 0.1, 0.1, 0.2184164177397148];false
0.01;0.0008856607107178197;0.00030655353991097063;-0.0008737385682115317;[53 98 5 67 40];[0.3478635941546817, 0.24295594152863076, 0.20918046431668752, 0.1, 0.1];false
0.01;0.0013912448290066676;0.0003492567577247633;-0.0013738398131393531;[34 53 53 162 5];[0.4105178014183144, 0.1, 0.2894821985816856, 0.1, 0.1];false
0.01;0.0004893098048680259;0.00030584090791830975;-0.0004813582977401626;[53 108 22 5 192];[0.347521168230132, 0.1, 0.2369742700732985, 0.15445482354550938, 0.1610497381510601];false
0.01;0.0014684118195573384;0.000319201175312744;-0.0014505356896086375;[87 192 11 162 192];[0.39367609103413903, 0.1765759287939298, 0.1, 0.1608425920332456, 0.16890538813868566];false
0.0199009900990099;0.00021459424201238217;0.00033175319855391474;-0.00020372138700705287;[53 204 199 199 76];[0.36187899158917736, 0.1, 0.1, 0.2313288136525276, 0.20679219475829508];true
0.0199009900990099;0.0006295603619742541;0.00028699505299431495;-0.0006113200017357708;[54 212 44 207 216];[0.3445869523668605, 0.18705366583688554, 0.20800252870434835, 0.1, 0.16035685309190562];true
0.0199009900990099;0.0012053223945403186;0.0002864421070671409;-0.001175634803963774;[72 142 135 110 109];[0.3231427331207289, 0.1, 0.15780629699840054, 0.15133987487883382, 0.26771109500203677];false
0.0199009900990099;0.0012177684114983822;0.0002923881834863514;-0.0011877148000536365;[72 162 54 135 215];[0.3264794668896467, 0.1, 0.2531208019981403, 0.15500856539518804, 0.16539116571702495];false
0.0199009900990099;0.0014712008179014024;0.00036234217324656166;-0.0014347114969884577;[68 98 162 98 109];[0.394423811769813, 0.1, 0.1, 0.1, 0.30557618823018706];true
0.0199009900990099;0.0009075579024343363;0.0002785628897438844;-0.0008839529242929677;[72 54 98 212 48];[0.3187769239319762, 0.1437935012315148, 0.27838698571777487, 0.13358939056822508, 0.12545319855050885];false
0.0199009900990099;0.0015737735546688069;0.00032393973577215016;-0.0015360071812649818;[173 130 68 68 72];[0.39631668463077485, 0.18062525169797417, 0.1, 0.1, 0.22305806367125094];false
0.0199009900990099;0.0009604031266902166;0.00032860314988978625;-0.0009347506255424364;[142 173 48 68 68];[0.3115157725235863, 0.1, 0.1, 0.28174187090583575, 0.20674235657057805];true
0.0199009900990099;0.0013786920821575593;0.0003508366222527349;-0.0013442727485351367;[68 48 212 173 48];[0.3884733959305605, 0.1, 0.1, 0.31152660406943955, 0.1];true
0.0199009900990099;0.0010437208720901515;0.00029286561136286415;-0.0010171214777164826;[142 72 72 68 48];[0.294088721355354, 0.1, 0.2823601939206235, 0.1, 0.2235510847240224];false
