lambda;Return;Risk;E[x,lambda];Stocks;Investment;Pareto
0.01;0.0030595759105992715;8.523830356543657e-5;-0.003028127768457624;[30 31 22 28 15];[0.34665487317009647, 0.24696288284871892, 0.11966514285891666, 0.11117254702148513, 0.17554455410078287];false
0.0199009900990099;0.0024233022364022077;0.00011679967491232293;-0.002372751693414661;[6 49 33 4 38];[0.2745640421937693, 0.23431839666889812, 0.23485345966433158, 0.1, 0.15626410147300113];true
0.0199009900990099;0.0023551558411993175;0.0001639492326943942;-0.002305023156065393;[38 38 64 64 22];[0.24046925068402258, 0.17813882824390198, 0.17337542105167147, 0.3080165000204039, 0.1];true
0.0199009900990099;0.0024233022364022077;0.00011679967491232293;-0.002372751693414661;[6 49 33 4 38];[0.2745640421937693, 0.23431839666889812, 0.23485345966433158, 0.1, 0.15626410147300113];false
0.0199009900990099;0.0023551558411993175;0.0001639492326943942;-0.002305023156065393;[38 38 64 64 22];[0.24046925068402258, 0.17813882824390198, 0.17337542105167147, 0.3080165000204039, 0.1];false
0.0298019801980198;0.002566145399237683;0.0001536406332340631;-0.0024850903897551094;[48 77 33 45 45];[0.290748402360943, 0.1, 0.21922519351983463, 0.2900264041192224, 0.1];true
0.0298019801980198;0.003608091905735854;0.0001482083869223037;-0.0034961467187962394;[46 56 84 45 45];[0.36839819335673407, 0.1, 0.19346969175557527, 0.2381321148876907, 0.1];true
0.0298019801980198;0.0023524790555634876;0.000122749871954674;-0.0022787123320800254;[77 46 77 22 15];[0.2665396618585415, 0.19700846248233916, 0.11990634840626056, 0.11572075054123175, 0.3008247767116271];true
0.0298019801980198;0.002566145399237683;0.0001536406332340631;-0.0024850903897551094;[48 77 33 45 45];[0.290748402360943, 0.1, 0.21922519351983463, 0.2900264041192224, 0.1];false
0.0298019801980198;0.003608091905735854;0.0001482083869223037;-0.0034961467187962394;[46 56 84 45 45];[0.36839819335673407, 0.1, 0.19346969175557527, 0.2381321148876907, 0.1];false
0.0298019801980198;0.0023524790555634876;0.000122749871954674;-0.0022787123320800254;[77 46 77 22 15];[0.2665396618585415, 0.19700846248233916, 0.11990634840626056, 0.11572075054123175, 0.3008247767116271];false
0.039702970297029704;0.0024729422366334686;0.00010922437869781757;-0.0023704225522029887;[2 30 53 71 22];[0.2524956337179363, 0.1, 0.1, 0.303440489730089, 0.24406387655197462];true
0.039702970297029704;0.0023181546129409447;0.00012081249856724202;-0.0022213203741573025;[83 18 41 18 79];[0.3087579399228749, 0.19042862785059012, 0.300813432226535, 0.1, 0.1];true
0.039702970297029704;0.00258796060654263;0.00011179120081053813;-0.002480772440725935;[53 53 18 66 22];[0.3446937408820765, 0.1, 0.1, 0.23143226628295785, 0.22387399283496562];true
0.039702970297029704;0.003914617056382473;0.00017124414002411646;-0.0037523962306637557;[66 83 53 22 53];[0.39969543152771825, 0.1, 0.1, 0.16315167558147292, 0.23715289289080885];true
0.039702970297029704;0.0027832182699924733;0.00013153917923832895;-0.002667493741562617;[18 30 18 66 18];[0.28417584949892516, 0.2730053385326553, 0.1, 0.1, 0.24281881196841953];true
0.039702970297029704;0.0020724378828406833;0.0001180507717893445;-0.0019854689768499267;[6 30 31 2 63];[0.2760306183858129, 0.1, 0.1, 0.2209726123166162, 0.3029967692975709];false
0.039702970297029704;0.0024729422366334686;0.00010922437869781757;-0.0023704225522029887;[2 30 53 71 22];[0.2524956337179363, 0.1, 0.1, 0.303440489730089, 0.24406387655197462];false
0.039702970297029704;0.0023181546129409447;0.00012081249856724202;-0.0022213203741573025;[83 18 41 18 79];[0.3087579399228749, 0.19042862785059012, 0.300813432226535, 0.1, 0.1];false
0.039702970297029704;0.00258796060654263;0.00011179120081053813;-0.002480772440725935;[53 53 18 66 22];[0.3446937408820765, 0.1, 0.1, 0.23143226628295785, 0.22387399283496562];false
0.039702970297029704;0.003914617056382473;0.00017124414002411646;-0.0037523962306637557;[66 83 53 22 53];[0.39969543152771825, 0.1, 0.1, 0.16315167558147292, 0.23715289289080885];false
0.039702970297029704;0.0027832182699924733;0.00013153917923832895;-0.002667493741562617;[18 30 18 66 18];[0.28417584949892516, 0.2730053385326553, 0.1, 0.1, 0.24281881196841953];false
0.049603960396039606;0.0033931508334278707;0.0001740249748047066;-0.0032162047859105912;[16 68 61 17 54];[0.34645199442800395, 0.21751008613371664, 0.17463819163439975, 0.1, 0.16139972780387973];true
0.049603960396039606;0.0026351691328792186;0.00015474301998558637;-0.002496778440940083;[82 14 61 28 3];[0.29856890243363, 0.1496133265205508, 0.25846856751428166, 0.10133437700462694, 0.19201482652691065];true
